discipline,year,papers,oa_rate,open_material_rate,github_rate,zenodo_rate,osf_rate,dataset_rate,preregistered_rate,preprint_rate,high_impact_rate,non_oa_open_signal_rate,open_science_any_rate,mean_open_science_score,mean_citations
stroke,2017,281,0.5871886120996441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597864768683274,0.0,0.5871886120996441,0.010101499704455516,233.61565836298934
stroke,2018,283,0.6501766784452296,0.01060070671378092,0.0,0.0,0.0,0.01060070671378092,0.0,0.0,0.26501766784452296,0.01060070671378092,0.6501766784452296,0.012668678822325087,211.51590106007066
stroke,2019,284,0.6654929577464789,0.0035211267605633804,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.2147887323943662,0.0035211267605633804,0.6654929577464789,0.015020387970070423,207.07746478873239
stroke,2020,285,0.6877192982456141,0.0035087719298245615,0.0,0.0,0.0,0.0035087719298245615,0.0,0.0,0.21052631578947367,0.0035087719298245615,0.6877192982456141,0.010644355352750877,178.82456140350877
stroke,2021,273,0.7362637362637363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20146520146520147,0.0,0.7362637362637363,0.01897748342153846,167.44688644688645
stroke,2022,280,0.775,0.010714285714285714,0.0,0.0,0.0,0.010714285714285714,0.0,0.0,0.11071428571428571,0.010714285714285714,0.7785714285714286,0.012946239188214286,113.88928571428572
stroke,2023,277,0.7689530685920578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747292418772563,0.0,0.7689530685920578,0.02093059547241877,87.03610108303249
stroke,2024,282,0.776595744680851,0.0035460992907801418,0.0,0.0,0.0,0.0035460992907801418,0.0,0.0,0.04609929078014184,0.0035460992907801418,0.776595744680851,0.02562115928702128,52.9822695035461
stroke,2025,281,0.708185053380783,0.014234875444839857,0.0,0.010676156583629894,0.0,0.0035587188612099642,0.0,0.0,0.03202846975088968,0.014234875444839857,0.708185053380783,0.016702509687544484,14.562277580071175
stroke,2026,288,0.7465277777777778,0.0763888888888889,0.0,0.059027777777777776,0.0,0.017361111111111112,0.0,0.0,0.04513888888888889,0.0763888888888889,0.7465277777777778,0.010943292196631945,1.3020833333333333
